lesionTipo,fecha,lesionRango,granja,edadEnDias,ciclo,noGalpon,planVacuna,influenzaVacuna,newcastleVacuna,gumboroVacuna,lesionPromedio,nAnimal,sexoAnimales,bursometro,condicionHigado,integridadIntestinal
IntestinosEngrosados,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
IntestinosAdelgazados,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
E.acervulina,26-02-2020 00:00:00,0-4,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
E.maxima,26-02-2020 00:00:00,0-4,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
E.tenella,26-02-2020 00:00:00,0-4,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
ExcesoMocoIntestinal,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
ExcesoFluidoIntestinal,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
DescamacionIntestinal,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
Tenias,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
EnteritisNecrotica,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
PasajeAlimento,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,1,2,M,4,-,9
GasCecal,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
HiperemiaIntestinal,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
QuemaduraAmoniaco,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
Aspergilosis,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
Ascitis,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
Ascaridios/GusanosRedondos,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
HemorragiasPetequiales,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,2,M,4,-,9
PiernasPalidas,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
Rasguños,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
LesionCojinetePlantar,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
LesionCavidadOral,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,1,3,M,5,-,10
RetencionSacoVitelino,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
AtrofiaTimo,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
DañoBolsa,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
NecrosisCabezaFemur,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
DiscondroplasiaTibial,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
Traqueitis,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
Aerosaculitis,26-02-2020 00:00:00,0-4,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
Cardiovascular,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
ErosionMolleja,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
ComedorCama,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
Proventriculitis,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
IntestinosEngrosados,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
IntestinosAdelgazados,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
E.acervulina,26-02-2020 00:00:00,0-4,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,1,3,M,5,-,10
E.maxima,26-02-2020 00:00:00,0-4,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
E.tenella,26-02-2020 00:00:00,0-4,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
ExcesoMocoIntestinal,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
ExcesoFluidoIntestinal,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
DescamacionIntestinal,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
Tenias,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
EnteritisNecrotica,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
PasajeAlimento,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
GasCecal,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
HiperemiaIntestinal,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
QuemaduraAmoniaco,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
Aspergilosis,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
Ascitis,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
Ascaridios/GusanosRedondos,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
HemorragiasPetequiales,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,3,M,5,-,10
PiernasPalidas,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
Rasguños,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
LesionCojinetePlantar,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
LesionCavidadOral,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
RetencionSacoVitelino,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,1,4,Hembra,6,-,9
AtrofiaTimo,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
DañoBolsa,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,1,4,Hembra,6,-,9
NecrosisCabezaFemur,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
DiscondroplasiaTibial,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
Traqueitis,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
Aerosaculitis,26-02-2020 00:00:00,0-4,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
Cardiovascular,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
ErosionMolleja,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
ComedorCama,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
Proventriculitis,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
IntestinosEngrosados,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
IntestinosAdelgazados,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
E.acervulina,26-02-2020 00:00:00,0-4,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
E.maxima,26-02-2020 00:00:00,0-4,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
E.tenella,26-02-2020 00:00:00,0-4,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
ExcesoMocoIntestinal,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
ExcesoFluidoIntestinal,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
DescamacionIntestinal,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
Tenias,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
EnteritisNecrotica,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
PasajeAlimento,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,1,4,Hembra,6,-,9
GasCecal,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
HiperemiaIntestinal,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
QuemaduraAmoniaco,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
Aspergilosis,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
Ascitis,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
Ascaridios/GusanosRedondos,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
HemorragiasPetequiales,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,4,Hembra,6,-,9
PiernasPalidas,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
Rasguños,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
LesionCojinetePlantar,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,1,5,Hembra,5,-,10
LesionCavidadOral,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,1,5,Hembra,5,-,10
RetencionSacoVitelino,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
AtrofiaTimo,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
DañoBolsa,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
NecrosisCabezaFemur,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
DiscondroplasiaTibial,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
Traqueitis,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
Aerosaculitis,26-02-2020 00:00:00,0-4,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
Cardiovascular,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
ErosionMolleja,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
ComedorCama,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
Proventriculitis,26-02-2020 00:00:00,0-3,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
IntestinosEngrosados,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
IntestinosAdelgazados,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
E.acervulina,26-02-2020 00:00:00,0-4,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,1,5,Hembra,5,-,10
E.maxima,26-02-2020 00:00:00,0-4,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
E.tenella,26-02-2020 00:00:00,0-4,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
ExcesoMocoIntestinal,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
ExcesoFluidoIntestinal,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
DescamacionIntestinal,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
Tenias,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
EnteritisNecrotica,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
PasajeAlimento,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
GasCecal,26-02-2020 00:00:00,0-2,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
HiperemiaIntestinal,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
QuemaduraAmoniaco,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
Aspergilosis,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
Ascitis,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
Ascaridios/GusanosRedondos,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
HemorragiasPetequiales,26-02-2020 00:00:00,0-1,San Felipe,35,36,1,P3T1,Trovac,Merial,Avipro,0,5,Hembra,5,-,10
PiernasPalidas,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
Rasguños,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
LesionCojinetePlantar,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
LesionCavidadOral,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
RetencionSacoVitelino,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,1,1,M ,4,T,10
AtrofiaTimo,03-03-2020 00:00:00,0-2,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
DañoBolsa,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
NecrosisCabezaFemur,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
DiscondroplasiaTibial,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
Traqueitis,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
Aerosaculitis,03-03-2020 00:00:00,0-4,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,1,1,M ,4,T,10
Cardiovascular,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
ErosionMolleja,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
ComedorCama,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
Proventriculitis,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
IntestinosEngrosados,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
IntestinosAdelgazados,03-03-2020 00:00:00,0-2,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
E.acervulina,03-03-2020 00:00:00,0-4,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
E.maxima,03-03-2020 00:00:00,0-4,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
E.tenella,03-03-2020 00:00:00,0-4,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
ExcesoMocoIntestinal,03-03-2020 00:00:00,0-2,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
ExcesoFluidoIntestinal,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,1,1,M ,4,T,10
DescamacionIntestinal,03-03-2020 00:00:00,0-2,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
Tenias,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
EnteritisNecrotica,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
PasajeAlimento,03-03-2020 00:00:00,0-2,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
GasCecal,03-03-2020 00:00:00,0-2,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
HiperemiaIntestinal,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
QuemaduraAmoniaco,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
Aspergilosis,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
Ascitis,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
Ascaridios/GusanosRedondos,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
HemorragiasPetequiales,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,1,M ,4,T,10
PiernasPalidas,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
Rasguños,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
LesionCojinetePlantar,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
LesionCavidadOral,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
RetencionSacoVitelino,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
AtrofiaTimo,03-03-2020 00:00:00,0-2,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
DañoBolsa,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
NecrosisCabezaFemur,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
DiscondroplasiaTibial,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
Traqueitis,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
Aerosaculitis,03-03-2020 00:00:00,0-4,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,1,2,H,4,T,9
Cardiovascular,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,1,2,H,4,T,9
ErosionMolleja,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
ComedorCama,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
Proventriculitis,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
IntestinosEngrosados,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
IntestinosAdelgazados,03-03-2020 00:00:00,0-2,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
E.acervulina,03-03-2020 00:00:00,0-4,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
E.maxima,03-03-2020 00:00:00,0-4,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
E.tenella,03-03-2020 00:00:00,0-4,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
ExcesoMocoIntestinal,03-03-2020 00:00:00,0-2,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,1,2,H,4,T,9
ExcesoFluidoIntestinal,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
DescamacionIntestinal,03-03-2020 00:00:00,0-2,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
Tenias,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
EnteritisNecrotica,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
PasajeAlimento,03-03-2020 00:00:00,0-2,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
GasCecal,03-03-2020 00:00:00,0-2,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
HiperemiaIntestinal,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
QuemaduraAmoniaco,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
Aspergilosis,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
Ascitis,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
Ascaridios/GusanosRedondos,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
HemorragiasPetequiales,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,2,H,4,T,9
PiernasPalidas,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,3,M,4,T,10
Rasguños,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,3,M,4,T,10
LesionCojinetePlantar,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,3,M,4,T,10
LesionCavidadOral,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,3,M,4,T,10
RetencionSacoVitelino,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,1,3,M,4,T,10
AtrofiaTimo,03-03-2020 00:00:00,0-2,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,3,M,4,T,10
DañoBolsa,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,3,M,4,T,10
NecrosisCabezaFemur,03-03-2020 00:00:00,0-1,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,3,M,4,T,10
DiscondroplasiaTibial,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,3,M,4,T,10
Traqueitis,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,1,3,M,4,T,10
Aerosaculitis,03-03-2020 00:00:00,0-4,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,3,M,4,T,10
Cardiovascular,03-03-2020 00:00:00,0-3,Miramar,6,36,3,P1T3,Trovac,Merial,Bursavac,0,3,M,4,T,10
